    Z    A Einc(MeV)     ELossL1     ELossL2        ERes
    5   11     354.2     9.17037      46.888     298.142
    5   11     354.3     9.16825     46.8753     298.256
    5   11     354.4     9.16613     46.8627     298.371
    5   11     354.5     9.16401       46.85     298.486
    5   11     354.6      9.1619     46.8374     298.601
    5   11     354.7     9.15978     46.8248     298.715
    5   11     354.8     9.15767     46.8122      298.83
    5   11     354.9     9.15556     46.7996     298.945
    5   11       355     9.15345      46.787      299.06
    5   11     355.1     9.15134     46.7744     299.174
    5   11     355.2     9.14923     46.7618     299.289
    5   11     355.3     9.14712     46.7493     299.404
    5   11     355.4     9.14502     46.7367     299.518
    5   11     355.5     9.14291     46.7242     299.633
    5   11     355.6     9.14081     46.7116     299.748
    5   11     355.7      9.1387     46.6991     299.862
    5   11     355.8      9.1366     46.6866     299.977
    5   11     355.9      9.1345      46.674     300.091
    5   11       356      9.1324     46.6615     300.206
    5   11     356.1      9.1303      46.649     300.321
    5   11     356.2     9.12821     46.6365     300.435
    5   11     356.3     9.12611      46.624      300.55
    5   11     356.4     9.12401     46.6116     300.664
    5   11     356.5     9.12192     46.5991     300.779
    5   11     356.6     9.11983     46.5866     300.894
    5   11     356.7     9.11774     46.5742     301.008
    5   11     356.8     9.11565     46.5617     301.123
    5   11     356.9     9.11356     46.5493     301.237
    5   11       357     9.11147     46.5369     301.352
    5   11     357.1     9.10938     46.5244     301.466
    5   11     357.2     9.10729      46.512     301.581
    5   11     357.3     9.10521     46.4996     301.695
    5   11     357.4     9.10312     46.4872      301.81
    5   11     357.5     9.10104     46.4748     301.924
    5   11     357.6     9.09896     46.4625     302.039
    5   11     357.7     9.09688     46.4501     302.153
    5   11     357.8      9.0948     46.4377     302.267
    5   11     357.9     9.09272     46.4254     302.382
    5   11       358     9.09064      46.413     302.496
    5   11     358.1     9.08856     46.4007     302.611
    5   11     358.2     9.08649     46.3884     302.725
    5   11     358.3     9.08441      46.376      302.84
    5   11     358.4     9.08234     46.3637     302.954
    5   11     358.5     9.08027     46.3514     303.068
    5   11     358.6      9.0782     46.3391     303.183
    5   11     358.7     9.07613     46.3268     303.297
    5   11     358.8     9.07406     46.3145     303.411
    5   11     358.9     9.07199     46.3022     303.526
    5   11       359     9.06992       46.29      303.64
    5   11     359.1     9.06786     46.2777     303.754
    5   11     359.2     9.06579     46.2655     303.869
    5   11     359.3     9.06373     46.2532     303.983
    5   11     359.4     9.06167      46.241     304.097
    5   11     359.5     9.05961     46.2288     304.212
    5   11     359.6     9.05755     46.2165     304.326
    5   11     359.7     9.05549     46.2043      304.44
    5   11     359.8     9.05343     46.1921     304.554
    5   11     359.9     9.05137     46.1799     304.669
    5   11       360     9.04931     46.1677     304.783
    5   11     360.1     9.04726     46.1555     304.897
    5   11     360.2     9.04521     46.1434     305.011
    5   11     360.3     9.04315     46.1312     305.126
    5   11     360.4      9.0411      46.119      305.24
    5   11     360.5     9.03905     46.1069     305.354
    5   11     360.6       9.037     46.0947     305.468
    5   11     360.7     9.03495     46.0826     305.582
    5   11     360.8      9.0329     46.0705     305.697
    5   11     360.9     9.03086     46.0584     305.811
    5   11       361     9.02881     46.0462     305.925
    5   11     361.1     9.02677     46.0341     306.039
    5   11     361.2     9.02472      46.022     306.153
    5   11     361.3     9.02268       46.01     306.267
    5   11     361.4     9.02064     45.9979     306.381
    5   11     361.5      9.0186     45.9858     306.496
    5   11     361.6     9.01656     45.9737      306.61
    5   11     361.7     9.01452     45.9617     306.724
    5   11     361.8     9.01249     45.9496     306.838
    5   11     361.9     9.01045     45.9376     306.952
    5   11       362     9.00842     45.9255     307.066
    5   11     362.1     9.00638     45.9135      307.18
    5   11     362.2     9.00435     45.9015     307.294
    5   11     362.3     9.00232     45.8895     307.408
    5   11     362.4     9.00029     45.8775     307.522
    5   11     362.5     8.99826     45.8655     307.636
    5   11     362.6     8.99623     45.8535      307.75
    5   11     362.7      8.9942     45.8415     307.864
    5   11     362.8     8.99218     45.8295     307.978
    5   11     362.9     8.99015     45.8176     308.092
    5   11       363     8.98813     45.8056     308.206
    5   11     363.1      8.9861     45.7937      308.32
    5   11     363.2     8.98408     45.7817     308.434
    5   11     363.3     8.98206     45.7698     308.548
    5   11     363.4     8.98004     45.7579     308.662
    5   11     363.5     8.97802     45.7459     308.776
    5   11     363.6       8.976      45.734      308.89
    5   11     363.7     8.97399     45.7221     309.004
    5   11     363.8     8.97197     45.7102     309.118
    5   11     363.9     8.96995     45.6983     309.232
    5   11       364     8.96794     45.6864     309.346
    5   11     364.1     8.96593     45.6746      309.46
    5   11     364.2     8.96392     45.6627     309.573
    5   11     364.3      8.9619     45.6508     309.687
    5   11     364.4      8.9599      45.639     309.801
    5   11     364.5     8.95789     45.6271     309.915
    5   11     364.6     8.95588     45.6153     310.029
    5   11     364.7     8.95387     45.6035     310.143
    5   11     364.8     8.95187     45.5916     310.256
    5   11     364.9     8.94986     45.5798      310.37
    5   11       365     8.94786      45.568     310.484
    5   11     365.1     8.94586     45.5562     310.598
    5   11     365.2     8.94385     45.5444     310.712
    5   11     365.3     8.94185     45.5326     310.826
    5   11     365.4     8.93985     45.5209     310.939
    5   11     365.5     8.93786     45.5091     311.053
    5   11     365.6     8.93586     45.4973     311.167
    5   11     365.7     8.93386     45.4856     311.281
    5   11     365.8     8.93187     45.4738     311.394
    5   11     365.9     8.92987     45.4621     311.508
    5   11       366     8.92788     45.4503     311.622
    5   11     366.1     8.92589     45.4386     311.736
    5   11     366.2      8.9239     45.4269     311.849
    5   11     366.3      8.9219     45.4152     311.963
    5   11     366.4     8.91992     45.4035     312.077
    5   11     366.5     8.91793     45.3918      312.19
    5   11     366.6     8.91594     45.3801     312.304
    5   11     366.7     8.91395     45.3684     312.418
    5   11     366.8     8.91197     45.3567     312.531
    5   11     366.9     8.90998      45.345     312.645
    5   11       367       8.908     45.3334     312.759
    5   11     367.1     8.90602     45.3217     312.872
    5   11     367.2     8.90404     45.3101     312.986
    5   11     367.3     8.90206     45.2984       313.1
    5   11     367.4     8.90008     45.2868     313.213
    5   11     367.5      8.8981     45.2752     313.327
    5   11     367.6     8.89612     45.2636      313.44
    5   11     367.7     8.89415      45.252     313.554
    5   11     367.8     8.89217     45.2404     313.667
    5   11     367.9      8.8902     45.2288     313.781
    5   11       368     8.88822     45.2172     313.895
    5   11     368.1     8.88625     45.2056     314.008
    5   11     368.2     8.88428      45.194     314.122
    5   11     368.3     8.88231     45.1824     314.235
    5   11     368.4     8.88034     45.1709     314.349
    5   11     368.5     8.87837     45.1593     314.462
    5   11     368.6     8.87641     45.1478     314.576
    5   11     368.7     8.87444     45.1362     314.689
    5   11     368.8     8.87248     45.1247     314.803
    5   11     368.9     8.87051     45.1132     314.916
    5   11       369     8.86855     45.1017      315.03
    5   11     369.1     8.86659     45.0902     315.143
    5   11     369.2     8.86463     45.0787     315.257
    5   11     369.3     8.86267     45.0672      315.37
    5   11     369.4     8.86071     45.0557     315.484
    5   11     369.5     8.85875     45.0442     315.597
    5   11     369.6     8.85679     45.0327      315.71
    5   11     369.7     8.85483     45.0212     315.824
    5   11     369.8     8.85288     45.0098     315.937
    5   11     369.9     8.85093     44.9983     316.051
    5   11       370     8.84897     44.9869     316.164
    5   11     370.1     8.84702     44.9754     316.278
    5   11     370.2     8.84507      44.964     316.391
    5   11     370.3     8.84312     44.9526     316.504
    5   11     370.4     8.84117     44.9412     316.618
    5   11     370.5     8.83922     44.9298     316.731
    5   11     370.6     8.83727     44.9184     316.844
    5   11     370.7     8.83533      44.907     316.958
    5   11     370.8     8.83338     44.8956     317.071
    5   11     370.9     8.83144     44.8842     317.184
    5   11       371     8.82949     44.8728     317.298
    5   11     371.1     8.82755     44.8614     317.411
    5   11     371.2     8.82561     44.8501     317.524
    5   11     371.3     8.82367     44.8387     317.638
    5   11     371.4     8.82173     44.8274     317.751
